szcodes,qa1,q1a1,q1a2,q2,q3,q4,q5,q61,q62,q63,q64,q65,q66,q67,q68,q69,q610,q7,head_name,addresss,phone_number,interviewer_name,date_of_interview,time_of_interview,intercozed,end_time_of_interview,x,zstepcode,lang,headnX,address,interv,phone,caseidX,regionX,districtX,urbrurX,rScore,pov_likelihood,quart,ptile4,phoneStar,select1100,regionID,treatment,caseid,eacode,clust,nh,region,district,urbrur,dwell,hhhead,lango,hhno,locname,headn,newh,addressh,tel1,tel2,tel3,hhsize,listing_hhsize,intcode,cycle,memid,memname,s1q2,s1q3,s1q4dd,s1q4mm,s1q4yy,s1q5y,s1q5m,s1q6,s1q7,s1q8,s1q9,s1q10,s1q10o,s1q11,s1q12,s1q12_2,s1q13,s1q14,s1q15,s1q16,s1q16a,s1q16ao,s1q17,s1q17o,s1q18,s1q19,s1q20,s1q20a,s1q20ao,s1q21,s1q21o,s1q22,s1q23,s1q24,hh,motherTogether,fatherTogether,noReligion,female,age,married,spouseTogether,ageMarried
1010038,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,16092020,1025,101,103042,1,1010038,Akan,PII,PII,101,PII,8606,Western,115,Rural,45,11.7,4,4,PII,1,1,2,8606,.p,86,6,Western,115,Rural,Yes,Yes,,,,PII,,,.p,.p,,11,5,22,10,1,PII,Male,Head,DK,DK,1959,58,,Married,Yes,2,26,Other Christian,,Western,Ghanaian by Birth,,Sefwi,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,06,0,0,0,0,58,1,1,26
1100497,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,No,one,No,Thank you,PII,PII,PII,PII,15092020,1828,115,183220,1,1100497,Akan,PII,PII,115,PII,8609,Western,115,Rural,47,11.7,4,4,PII,1,1,1,8609,.p,86,9,Western,115,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,3,22,10,1,PII,Female,Head,2,January,1962,55,,Married,No,,20,Other Christian,,Western,Ghanaian by Birth,,Sefwi,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,09,0,0,0,1,55,1,0,20
1060319,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,Only Bicycle,Thank you,PII,PII,PII,PII,16092020,107,106,11741,1,1060319,Akan,PII,PII,106,PII,8903,Western,116,Rural,53,7.1999998,3,3,PII,1,1,1,8903,.p,89,3,Western,116,Rural,Yes,Yes,,,,PII,,,.p,.p,,6,4,22,7,1,PII,Female,Head,6,June,1974,43,,Married,Yes,2,20,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Sefwi,"No, but alive",,Middle,M4,,Service,,Yes,5,,,,,,0,,Yes,03,1,0,0,1,43,1,1,20
1020108,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,17092020,1319,102,132220,1,1020108,Akan,PII,PII,102,PII,9010,Western,117,Rural,70,.80000001,1,1,PII,0,1,0,9010,.p,90,10,Western,117,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,5,24,6,1,PII,Male,Head,DK,DK,1957,60,,Married,No,,,Catholic,,Brong Ahafo,Ghanaian by Birth,,Boron (Brong) (including Banda),"No, but deceased",,Don?t know,,,Don't Know,,"No, but deceased",,Don?t know,,,Don't Know,,0,,Yes,10,0,0,0,0,60,1,0,
1040206,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,No one ages 5 to 17,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,15092020,1713,104,171356,1,1040206,Akan,PII,PII,104,PII,9113,Western,117,Rural,61,2.2,2,2,PII,1,1,2,9113,.p,91,13,Western,117,Rural,Yes,Yes,,,,PII,,,.p,.p,,5,7,25,6,1,PII,Male,Head,2,May,1970,46,,Married,Yes,2,25,Catholic,,Western,Ghanaian by Birth,,Sefwi,"No, but deceased",,Middle,M4,,Agric/Anim Husbandry etc,,"No, but alive",,Middle,M4,,Agric/Anim Husbandry etc,,0,,Yes,13,0,0,0,0,46,1,1,25
1070353,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,Only Television,one,No,Thank you,PII,PII,PII,PII,16092020,1421,107,142634,1,1070353,Akan,PII,PII,107,PII,9611,Western,121,Rural,18,66.800003,6,6,PII,1,1,1,9611,.p,96,11,Western,121,Rural,Yes,Yes,,,,PII,,,.p,.p,,6,5,25,7,1,PII,Male,Head,DK,DK,1977,40,,Consensual Union,Yes,2,29,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Sisala,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,11,0,0,0,0,40,0,1,29
1110546,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","No toilet facility (bush, beach), or other","Charcoal, or kerosene",Yes,No,Two,No,Thank you,PII,PII,PII,PII,15092020,338,111,34516,1,1110546,Akan,PII,PII,111,PII,9909,Central,201,Urban,32,40.200001,5,6,PII,1,2,1,9909,.p,99,9,Central,201,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,7,43,10,1,PII,Male,Head,DK,DK,1979,38,,Consensual Union,Yes,2,29,No religion,,Central,Ghanaian by Birth,,Fante,"No, but alive",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,2,,Yes,09,0,0,1,0,38,0,1,29
1130673,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,No,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,No,Three+,No,Thank you,PII,PII,PII,PII,16092020,1923,113,192007,1,1130673,Akan,PII,PII,113,PII,10003,Central,201,Urban,40,19.6,4,5,PII,1,2,1,10003,.p,100,3,Central,201,Urban,Yes,Yes,,,,PII,,,.p,.p,,3,3,42,9,1,PII,Female,Head,4,August,1977,40,,Consensual Union,No,,30,Pentecostal/Charismatic,,Western,Ghanaian by Birth,,Nzema,"No, but deceased",,Middle,M4,,Professional/Technical,,"No, but deceased",,Primary,P5,,Sales,,0,,Yes,03,0,0,0,1,40,0,0,30
1010795,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,No one ages 5 to 17,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,No,Three+,No,Thank you,PII,PII,PII,PII,17092020,1733,101,173902,1,1010795,,PII,PII,101,PII,10011,Central,201,Urban,55,4.3000002,2,3,PII,1,2,2,10011,.p,100,11,Central,201,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,3,4,42,9,1,PII,Female,Head,25,April,1961,56,,Married,No,,25,Pentecostal/Charismatic,,Greater Accra,Ghanaian by Birth,,Fante,"No, but deceased",,University (Bachelor),Year four,,Administrative/Managerial,,"No, but deceased",,Middle,M4,,Sales,,0,,Yes,11,0,0,0,1,56,1,0,25
1010871,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,16092020,1923,101,193001,1,1010871,,PII,PII,101,PII,10107,Central,201,Urban,37,29,5,5,PII,1,2,0,10107,.p,101,7,Central,201,Urban,Yes,Yes,,,,PII,,,.p,.p,,2,1,42,10,1,PII,Male,Head,17,February,1958,59,,Married,Yes,2,28,Protestant,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,07,0,0,0,0,59,1,1,28
1130695,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Three,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","KVIP, or WC","Gas, or electricity",Yes,Only Television,Two,No,Thank you,PII,PII,PII,PII,18092020,1933,113,193539,1,1130695,Akan,PII,PII,113,PII,10213,Central,202,Urban,65,1.1,1,1,PII,0,2,0,10213,.p,102,13,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,3,43,8,1,PII,Male,Head,2,April,1983,34,,Married,Yes,2,28,Other Christian,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Professional/Technical,,"No, but alive",,JSS/JHS,JSS/JHS 2,,Sales,,0,,Yes,13,0,0,0,0,34,1,1,28
1100539,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","No toilet facility (bush, beach), or other","Charcoal, or kerosene",Yes,No,Three+,No,Thank you,PII,PII,PII,PII,16092020,1622,115,162640,1,1100539,Akan,PII,PII,115,PII,10302,Central,202,Urban,29,53.299999,6,6,PII,1,2,2,10302,.p,103,2,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,10,7,44,8,1,PII,Female,Head,16,January,1962,55,,Married,Yes,2,24,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,0,,Yes,02,0,0,0,1,55,1,1,24
1110583,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Two,No one ages 5 to 17,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,Only Television,one,No,Thank you,PII,PII,PII,PII,16092020,58,111,12856,1,1110583,Akan,PII,PII,111,PII,10306,Central,202,Urban,52,7.1999998,3,4,PII,1,2,0,10306,.p,103,6,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,4,4,44,8,1,PII,Male,Head,7,February,1971,46,,Consensual Union,Yes,2,23,Protestant,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,Primary,P6,,Professional/Technical,,"No, but alive",,Middle,M4,,Other,SPIRITUALIST,0,,Yes,06,0,0,0,0,46,0,1,23
1110570,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,No,Two,Only Bicycle,Thank you,PII,PII,PII,PII,15092020,2204,111,235302,1,1110570,Akan,PII,PII,111,PII,10307,Central,202,Urban,23,63.799999,6,6,PII,1,2,0,10307,.p,103,7,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,2,5,44,8,1,PII,Male,Head,24,July,1990,26,,Consensual Union,Yes,2,23,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,Middle,M4,,Sales,,"No, but deceased",,JSS/JHS,JSS3/JHS3,,Production & related works,,0,,Yes,07,0,0,0,0,26,0,1,23
1110544,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Four,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,Only Television,Two,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,14092020,2113,111,211500,1,1110544,English,PII,PII,111,PII,10406,Central,202,Urban,76,.30000001,1,1,PII,0,2,0,10406,.p,104,6,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,5,42,8,1,PII,Male,Head,9,December,1984,32,,Married,Yes,2,30,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but alive",,None,,,Production & related works,,"No, but alive",,Primary,P2,,Sales,,0,,Yes,06,0,0,0,0,32,1,1,30
1110551,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Three,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,Only Television,Two,No,Thank you,PII,PII,PII,PII,15092020,408,111,41214,1,1110551,Akan,PII,PII,111,PII,10407,Central,202,Urban,66,1.1,1,1,PII,0,2,1,10407,.p,104,7,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,3,3,42,8,1,PII,Male,Head,10,December,1978,38,,Married,Yes,2,18,Pentecostal/Charismatic,,Ashanti,Ghanaian by Birth,,Asante,"No, but deceased",,Middle,M4,,Service,,"No, but alive",,None,,,Production & related works,,0,,Yes,07,0,0,0,0,38,1,1,18
1120634,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","KVIP, or WC","Gas, or electricity",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,15092020,1742,112,174532,1,1120634,Akan,PII,PII,112,PII,10411,Central,202,Urban,61,2.2,2,2,PII,1,2,2,10411,.p,104,11,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,5,5,42,8,1,PII,Male,Head,13,June,1974,43,,Married,Yes,2,29,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,Middle,M4,,Service,,"No, but deceased",,Middle,M4,,Sales,,0,,Yes,11,0,0,0,0,43,1,1,29
1120619,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Three,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,15092020,1543,112,155007,1,1120619,Akan,PII,PII,112,PII,10506,Central,202,Urban,64,2.2,2,2,PII,1,2,0,10506,.p,105,6,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,3,45,8,1,PII,Female,Head,18,June,1950,67,,Married,No,,19,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,Don?t know,,,Don't Know,,"No, but deceased",,Don?t know,,,Agric/Anim Husbandry etc,,0,,Yes,06,0,0,0,1,67,1,0,19
1140754,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,24092020,248,114,24930,1,1140754,Akan,PII,PII,114,PII,10603,Central,202,Urban,58,4.3000002,2,2,PII,1,2,0,10603,.p,106,3,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,4,44,9,1,PII,Male,Head,DK,DK,1989,28,,Married,No,,24,Catholic,,Central,Ghanaian by Birth,,Ewe,"No, but alive",,Primary,P6,,Sales,,Yes,2,,,,,,0,,Yes,03,1,0,0,0,28,1,0,24
1010862,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Three,No one ages 5 to 17,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,16092020,1836,101,183915,1,1010862,,PII,PII,101,PII,10606,Central,202,Urban,64,2.2,2,2,PII,1,2,2,10606,.p,106,6,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,2,2,44,9,1,PII,Male,Head,2,January,1954,63,,Married,Yes,2,23,Other Christian,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Sales,,0,,Yes,06,0,0,0,0,63,1,1,23
1010897,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,Only Television,Two,No,Thank you,PII,PII,PII,PII,19092020,1600,101,160439,1,1010897,,PII,PII,101,PII,10607,Central,202,Urban,51,7.1999998,3,3,PII,1,2,1,10607,.p,106,7,Central,202,Urban,Yes,Yes,,,,PII,,,.p,.p,,3,2,44,9,1,PII,Female,Head,22,May,1994,23,,Consensual Union,Yes,2,19,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but alive",,Primary,P6,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,0,,Yes,07,0,0,0,1,23,0,1,19
1130686,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Three,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",No,Only Television,one,No,Thank you,PII,PII,PII,PII,17092020,1912,113,191408,1,1130686,Akan,PII,PII,113,PII,10706,Central,203,Urban,39,29,5,5,PII,1,2,0,10706,.p,107,6,Central,203,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,9,42,7,1,PII,Male,Head,12,June,1961,55,,Consensual Union,No,,29,Other Christian,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,0,,Yes,06,0,0,0,0,55,0,0,29
1110588,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,No,Three+,No,Thank you,PII,PII,PII,PII,16092020,158,111,20411,1,1110588,Akan,PII,PII,111,PII,10715,Central,203,Urban,29,53.299999,6,6,PII,1,2,1,10715,.p,107,15,Central,203,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,6,42,7,1,PII,Male,Head,DK,DK,1976,41,,Married,No,,21,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but deceased",,None,,,Sales,,0,,Yes,15,0,0,0,0,41,1,0,21
1120604,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,Yes,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Three+,No,Thank you,PII,PII,PII,PII,15092020,1229,112,123549,1,1120604,Akan,PII,PII,112,PII,10805,Central,203,Urban,41,19.6,4,5,PII,1,2,2,10805,.p,108,5,Central,203,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,5,5,44,6,1,PII,Female,Head,13,June,1981,35,,Consensual Union,No,,24,Protestant,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,Middle,M4,,Sales,,"No, but alive",,Middle,M3,,Sales,,0,,Yes,05,0,0,0,1,35,0,0,24
1010904,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Seven,Yes,Yes,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","KVIP, or WC","Gas, or electricity",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,20092020,1336,101,134032,1,1010904,,PII,PII,101,PII,10807,Central,203,Urban,55,4.3000002,2,2,PII,1,2,1,10807,.p,108,7,Central,203,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,6,44,6,1,PII,Male,Head,3,May,1972,44,,Married,Yes,2,23,Other Christian,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,Middle,M4,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,07,0,0,0,0,44,1,1,23
1110554,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Eight +,No,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Wood, crop residue, sawdust, animal waste, or other",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",Two,No,Thank you,PII,PII,PII,PII,15092020,417,111,42246,1,1110554,Akan,PII,PII,111,PII,10815,Central,203,Urban,35,29,5,5,PII,1,2,1,10815,.p,108,15,Central,203,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,6,44,6,1,PII,Male,Head,3,July,1964,52,,Married,Yes,2,23,Protestant,,Volta,Ghanaian by Birth,,Fante,"No, but alive",,Middle,M4,,Administrative/Managerial,,"No, but alive",,Primary,P4,,Sales,,0,,Yes,15,0,0,0,0,52,1,1,23
1110562,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Charcoal, or kerosene",Yes,"Video player, VCD /DVD /MP3 /MP4 player /iPod, or satellite dish (regardless of T.V.)",one,No,Thank you,PII,PII,PII,PII,15092020,527,111,53038,1,1110562,Akan,PII,PII,111,PII,10904,Central,204,Urban,55,4.3000002,2,2,PII,1,2,1,10904,.p,109,4,Central,204,Urban,Yes,Yes,,,,PII,,,.p,.p,,6,5,43,5,1,PII,Male,Head,2,December,1983,33,,Married,Yes,2,29,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,12,No,Yes,04,0,0,0,0,33,1,1,29
1110547,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Two,No,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","No toilet facility (bush, beach), or other","Charcoal, or kerosene",Yes,Only Television,Three+,No,Thank you,PII,PII,PII,PII,15092020,347,111,35137,1,1110547,Akan,PII,PII,111,PII,10910,Central,204,Urban,58,4.3000002,2,3,PII,1,2,1,10910,.p,109,10,Central,204,Urban,Yes,Yes,,,,PII,,,.p,.p,,5,6,43,5,1,PII,Male,Head,DK,DK,1967,50,,Married,Yes,2,30,Pentecostal/Charismatic,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Sales,,10,No,Yes,10,0,0,0,0,50,1,1,30
1010975,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,No one ages 5 to 17,No,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",No,Only Television,Two,No,Thank you,PII,PII,PII,PII,20092020,1815,101,181609,1,1010975,,PII,PII,101,PII,10915,Central,204,Urban,44,19.6,4,5,PII,1,2,0,10915,.p,109,15,Central,204,Urban,Yes,Yes,,,,PII,,,.p,.p,,4,4,43,5,1,PII,Male,Head,23,June,1988,28,,Consensual Union,Yes,2,22,Other Christian,,Central,Ghanaian by Birth,,Fante,"No, but alive",,None,,,Workers Not Elsewhere Classified,,"No, but alive",,None,,,Sales,,12,No,Yes,15,0,0,0,0,28,0,1,22
1010983,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","KVIP, or WC","Gas, or electricity",Yes,Only Television,Two,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,20092020,1544,101,154733,1,1010983,,PII,PII,101,PII,11003,Central,204,Urban,75,.30000001,1,1,PII,0,2,0,11003,.p,110,3,Central,204,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,4,4,44,5,1,PII,Male,Head,24,January,1952,65,,Married,Yes,2,19,Protestant,,Eastern,Ghanaian by Birth,,Ga,"No, but deceased",,Middle,M4,,Administrative/Managerial,,"No, but deceased",,Primary,P6,,Sales,,0,,Yes,03,0,0,0,0,65,1,1,19
1010807,,PII,,Yes (if call went through and the potential respondent answered),Yes,Yes,,Five,No one ages 5 to 17,No,"Mud bricks /earth, wood, bamboo, metal sheet /slate /asbestos, palm leaves /thatch (grass /raffia), or other","Public toilet (e.g., WC, KVIP, pit pan)","Gas, or electricity",Yes,Only Television,Three+,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,16092020,1233,101,123757,1,1010807,,PII,PII,101,PII,11007,Central,204,Urban,66,1.1,1,1,PII,0,2,2,11007,.p,110,7,Central,204,Urban,Yes,Yes,,,,PII,,,.p,.p,.p,5,8,44,5,1,PII,Male,Head,2,May,1965,51,,Married,Yes,2,23,Other Christian,,Western,Ghanaian by Birth,,Fante,"No, but deceased",,None,,,Agric/Anim Husbandry etc,,"No, but alive",,None,,,Agric/Anim Husbandry etc,,0,,Yes,07,0,0,0,0,51,1,1,23
1010943,,PII,PII,Yes (if call went through and the potential respondent answered),Yes,Yes,,Six,Yes,Yes,"Cement /concrete blocks, landcrete, stone, or burnt bricks","Public toilet (e.g., WC, KVIP, pit pan)","Charcoal, or kerosene",Yes,Only Television,Two,Motor cycle or car (regardless of bicycle),Thank you,PII,PII,PII,PII,20092020,1440,101,144249,1,1010943,,PII,PII,101,PII,11104,Central,204,Urban,60,2.2,2,2,PII,1,2,1,11104,.p,111,4,Central,204,Urban,Yes,Yes,,,,PII,,,.p,.p,,5,7,42,5,1,PII,Male,Head,10,January,1981,36,,Married,Yes,2,26,Protestant,,Central,Ghanaian by Birth,,Fante,"No, but deceased",,Middle,M4,,Agric/Anim Husbandry etc,,"No, but alive",,Middle,M3,,Agric/Anim Husbandry etc,,0,,Yes,04,0,0,0,0,36,1,1,26
